symbol,Disease_Trait,link
CSNK1G1,Monocyte count,www.ncbi.nlm.nih.gov/pubmed/27863252
CSNK1G1,Myeloid white cell count,www.ncbi.nlm.nih.gov/pubmed/27863252
CSNK1G1,Monocyte percentage of white cells,www.ncbi.nlm.nih.gov/pubmed/27863252
CSNK1G1,Depressed affect,www.ncbi.nlm.nih.gov/pubmed/29942085
CSNK1G1,Neuroticism,www.ncbi.nlm.nih.gov/pubmed/29942085
CSNK1G1,Red blood cell count,www.ncbi.nlm.nih.gov/pubmed/30595370
CSNK1G1,Mean corpuscular hemoglobin,www.ncbi.nlm.nih.gov/pubmed/30595370
