symbol,Disease_Trait,link
PAK6,Schizophrenia,www.ncbi.nlm.nih.gov/pubmed/26198764
PAK6,Obesity-related traits,www.ncbi.nlm.nih.gov/pubmed/23251661
PAK6,Schizophrenia,www.ncbi.nlm.nih.gov/pubmed/25056061
PAK6,Schizophrenia,www.ncbi.nlm.nih.gov/pubmed/29483656
