symbol,Disease_Trait,link
CDK10,Melanoma,www.ncbi.nlm.nih.gov/pubmed/28212542
CDK10,Melanoma,www.ncbi.nlm.nih.gov/pubmed/24980573
CDK10,Melanoma,www.ncbi.nlm.nih.gov/pubmed/21983787
CDK10,Black vs. red hair color,www.ncbi.nlm.nih.gov/pubmed/18483556
CDK10,Melanoma,www.ncbi.nlm.nih.gov/pubmed/19578364
CDK10,Height,www.ncbi.nlm.nih.gov/pubmed/25429064
