symbol,Disease_Trait,link
LRRK1,Central corneal thickness,www.ncbi.nlm.nih.gov/pubmed/29760442
LRRK1,Corneal structure,www.ncbi.nlm.nih.gov/pubmed/23291589
LRRK1,Central corneal thickness,www.ncbi.nlm.nih.gov/pubmed/28171582
LRRK1,Balding type 1,www.ncbi.nlm.nih.gov/pubmed/30595370
LRRK1,Male-pattern baldness,www.ncbi.nlm.nih.gov/pubmed/30573740
