symbol,Disease_Trait,link
EEF2K,Heel bone mineral density,www.ncbi.nlm.nih.gov/pubmed/30048462
EEF2K,Heel bone mineral density,www.ncbi.nlm.nih.gov/pubmed/30598549
EEF2K,Heel bone mineral density,www.ncbi.nlm.nih.gov/pubmed/30595370
