symbol,Disease_Trait,link
NEK4,Body mass index,www.ncbi.nlm.nih.gov/pubmed/28892062
NEK4,Intelligence (MTAG),www.ncbi.nlm.nih.gov/pubmed/29326435
NEK4,Blood protein levels,www.ncbi.nlm.nih.gov/pubmed/29875488
NEK4,CTACK levels,www.ncbi.nlm.nih.gov/pubmed/27989323
NEK4,Intelligence,www.ncbi.nlm.nih.gov/pubmed/29942086
NEK4,General cognitive ability,www.ncbi.nlm.nih.gov/pubmed/29844566
NEK4,Mean corpuscular hemoglobin,www.ncbi.nlm.nih.gov/pubmed/30595370
