symbol,Disease_Trait,link
TLK1,Menopause (age at onset),www.ncbi.nlm.nih.gov/pubmed/26414677
TLK1,Platelet distribution width,www.ncbi.nlm.nih.gov/pubmed/27863252
TLK1,Menopause (age at onset),www.ncbi.nlm.nih.gov/pubmed/22267201
TLK1,Hippocampal atrophy,www.ncbi.nlm.nih.gov/pubmed/22745009
TLK1,Self-reported math ability (MTAG),www.ncbi.nlm.nih.gov/pubmed/30038396
TLK1,Self-reported math ability,www.ncbi.nlm.nih.gov/pubmed/30038396
