symbol,Disease_Trait,link
PRAG1,Systemic lupus erythematosus,www.ncbi.nlm.nih.gov/pubmed/28714469
PRAG1,Hippocampal volume,www.ncbi.nlm.nih.gov/pubmed/25625606
PRAG1,Influenza A (H1N1) severity,www.ncbi.nlm.nih.gov/pubmed/26379185
PRAG1,Type 2 diabetes,www.ncbi.nlm.nih.gov/pubmed/30054458
