symbol,Disease_Trait,link
LMTK2,Breast cancer,www.ncbi.nlm.nih.gov/pubmed/29059683
LMTK2,Prostate cancer,www.ncbi.nlm.nih.gov/pubmed/18264097
LMTK2,Prostate cancer,www.ncbi.nlm.nih.gov/pubmed/19767753
LMTK2,Neuroticism,www.ncbi.nlm.nih.gov/pubmed/29942085
LMTK2,Gamma glutamyl transferase levels,www.ncbi.nlm.nih.gov/pubmed/29403010
LMTK2,Prostate cancer,www.ncbi.nlm.nih.gov/pubmed/29892016
