symbol,Disease_Trait,link
PIK3C2G,Itch intensity from mosquito bite adjusted by bite size,www.ncbi.nlm.nih.gov/pubmed/28199695
PIK3C2G,Body mass index,www.ncbi.nlm.nih.gov/pubmed/25760438
PIK3C2G,Gray matter volume (schizophrenia interaction),www.ncbi.nlm.nih.gov/pubmed/24086445
PIK3C2G,Highest math class taken,www.ncbi.nlm.nih.gov/pubmed/30038396
PIK3C2G,Non-Richardson's syndrome vs Richardson's syndrome in progressive supranuclear palsy,www.ncbi.nlm.nih.gov/pubmed/30066433
