symbol,Disease_Trait,link
NEK1,Night sleep phenotypes,www.ncbi.nlm.nih.gov/pubmed/27126917
NEK1,Subjective well-being,www.ncbi.nlm.nih.gov/pubmed/27089181
NEK1,Schizophrenia,www.ncbi.nlm.nih.gov/pubmed/30285260
