symbol,Disease_Trait,link
SBK2,Lung adenocarcinoma,www.ncbi.nlm.nih.gov/pubmed/28604730
SBK2,Dysmenorrheic pain,www.ncbi.nlm.nih.gov/pubmed/27454463
