symbol,Disease_Trait,link
RPS6KC1,Breast cancer in childhood cancer survivors,www.ncbi.nlm.nih.gov/pubmed/29059430
RPS6KC1,Breast cancer in childhood cancer survivors treated with less than 10 gray radiotherapy,www.ncbi.nlm.nih.gov/pubmed/29059430
RPS6KC1,Suicide,www.ncbi.nlm.nih.gov/pubmed/26079190
RPS6KC1,Educational attainment (MTAG),www.ncbi.nlm.nih.gov/pubmed/30038396
RPS6KC1,Self-reported math ability (MTAG),www.ncbi.nlm.nih.gov/pubmed/30038396
RPS6KC1,Highest math class taken (MTAG),www.ncbi.nlm.nih.gov/pubmed/30038396
RPS6KC1,Menarche (age at onset),www.ncbi.nlm.nih.gov/pubmed/30595370
