symbol,Disease_Trait,link
CSNK1G2,Coronary artery disease,www.ncbi.nlm.nih.gov/pubmed/29212778
CSNK1G2,Red cell distribution width,www.ncbi.nlm.nih.gov/pubmed/30595370
