symbol,Disease_Trait,link
MAST3,Intelligence,www.ncbi.nlm.nih.gov/pubmed/29942086
MAST3,Body mass index,www.ncbi.nlm.nih.gov/pubmed/30595370
MAST3,Menarche (age at onset),www.ncbi.nlm.nih.gov/pubmed/30595370
MAST3,Number of sexual partners,www.ncbi.nlm.nih.gov/pubmed/30643258
MAST3,Red cell distribution width,www.ncbi.nlm.nih.gov/pubmed/30595370
