symbol,Disease_Trait,link
TAOK1,Mean platelet volume,www.ncbi.nlm.nih.gov/pubmed/27863252
TAOK1,Platelet count,www.ncbi.nlm.nih.gov/pubmed/29066854
TAOK1,Mean platelet volume,www.ncbi.nlm.nih.gov/pubmed/24026423
TAOK1,Platelet count,www.ncbi.nlm.nih.gov/pubmed/22139419
TAOK1,General cognitive ability,www.ncbi.nlm.nih.gov/pubmed/29844566
