symbol,Disease_Trait,link
PSKH1,Mean corpuscular volume,www.ncbi.nlm.nih.gov/pubmed/27863252
PSKH1,Mean corpuscular hemoglobin,www.ncbi.nlm.nih.gov/pubmed/27863252
PSKH1,HDL cholesterol,www.ncbi.nlm.nih.gov/pubmed/20686565
PSKH1,HDL cholesterol,www.ncbi.nlm.nih.gov/pubmed/24097068
PSKH1,Triglycerides,www.ncbi.nlm.nih.gov/pubmed/29507422
PSKH1,High density lipoprotein cholesterol levels,www.ncbi.nlm.nih.gov/pubmed/29507422
PSKH1,HDL cholesterol,www.ncbi.nlm.nih.gov/pubmed/30275531
