symbol,Disease_Trait,link
STK17B,Red cell distribution width,www.ncbi.nlm.nih.gov/pubmed/30595370
STK17B,Mean corpuscular hemoglobin,www.ncbi.nlm.nih.gov/pubmed/30595370
STK17B,Eosinophil counts,www.ncbi.nlm.nih.gov/pubmed/30595370
