symbol,Disease_Trait,link
TTBK2,Body mass index,www.ncbi.nlm.nih.gov/pubmed/30595370
TTBK2,High density lipoprotein cholesterol levels,www.ncbi.nlm.nih.gov/pubmed/29507422
TTBK2,Triglycerides,www.ncbi.nlm.nih.gov/pubmed/29507422
