gene_id,gene_symbol,name,in_manning,in_kinmap,in_uniprot_kinasedomain,in_IDG_darkkinases,n_pubmed_citations_2013to2018,pharos_designation,pdb_id
8569,MKNK1,MAP kinase interacting serine/threonine kinase 1,TRUE,TRUE,TRUE,TRUE,75,Tchem,5WVD
8569,MKNK1,MAP kinase interacting serine/threonine kinase 1,TRUE,TRUE,TRUE,TRUE,75,Tchem,2HW6
