gene_id,gene_symbol,name,in_manning,in_kinmap,in_uniprot_kinasedomain,in_IDG_darkkinases,n_pubmed_citations_2013to2018,pharos_designation,pdb_id
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O2B
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O2C
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O23
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O1V
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O21
65267,WNK3,WNK lysine deficient protein kinase 3,TRUE,TRUE,TRUE,TRUE,25,Tbio,5O26
