gene_id,gene_symbol,name,in_manning,in_kinmap,in_uniprot_kinasedomain,in_IDG_darkkinases,n_pubmed_citations_2013to2018,pharos_designation,pdb_id
6041,RNASEL,ribonuclease L,TRUE,TRUE,TRUE,TRUE,48,Tchem,4OAU
6041,RNASEL,ribonuclease L,TRUE,TRUE,TRUE,TRUE,48,Tchem,4OAV
