gene_id,gene_symbol,name,in_manning,in_kinmap,in_uniprot_kinasedomain,in_IDG_darkkinases,n_pubmed_citations_2013to2018,pharos_designation,pdb_id
56997,COQ8A,coenzyme Q8A,TRUE,TRUE,TRUE,TRUE,5,Tbio,5I35
56997,COQ8A,coenzyme Q8A,TRUE,TRUE,TRUE,TRUE,5,Tbio,4PED
