gene_id,gene_symbol,name,in_manning,in_kinmap,in_uniprot_kinasedomain,in_IDG_darkkinases,n_pubmed_citations_2013to2018,pharos_designation,pdb_id
4140,MARK3,microtubule affinity regulating kinase 3,TRUE,TRUE,TRUE,TRUE,24,Tchem,3FE3
4140,MARK3,microtubule affinity regulating kinase 3,TRUE,TRUE,TRUE,TRUE,24,Tchem,2QNJ
