Experiment.ID,Bait.Gene.Name,Bait.GeneID,Bait,Prey.Gene.Name,Prey.GeneID,Prey,AvePSM,Z,WD,Entropy,Spec,SpecSum,AvgSpec,NumReplicates,ctrlCounts,AvgP,MaxP,TopoAvgP,TopoMaxP,SaintScore,logOddsScore,FoldChange,BFDR,in_BioGRID
mT-HIPK4,HIPK4,147746,Q8NE63,HIPK4,147746,Q8NE63,117,7.681163528,112.5188643,0.997438337,124|110,234,117,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,160.96,1170,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,RC3H1,149041,Q5TC82,15,5.264213668,0.904801135,0.972806322,18|12,30,15,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,20.28,150,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,SGTA,6449,O43765,4.5,6.205842715,0.816242133,0.992774454,4|5,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,ATXN2,6311,Q99700,9,3.209508352,0.640484002,0.991992403,10|8,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,90,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,PHKA1,5255,P46020,5.5,-0.126441698,0.464597635,0.954434003,4|7,11,5.5,2,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,3.72,11,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,NUDCD1,84955,Q96RS6,6,6.43391145,0.444760365,1,6|6,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,60,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,PABPC4,8761,Q13310,9.5,3.96453469,0.407820433,0.669015835,16|3,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,95,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,TPR,7175,P12270,42.5,2.648330827,0.374826128,0.977942631,50|35,85,42.5,2,0|1|1|0|1|1|0|0|4|3|0|0|0|0|1|0,1,1,1,1,1,30.62,12.14,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,RBM20,282996,Q5T481,6,3.699359228,0.37473938,0.930586129,8|4,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,60,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,TOMM34,10953,Q15785,3,2.943262902,0.370849406,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-HIPK4,HIPK4,147746,Q8NE63,R3HDM1,23518,Q15032,4.5,3.624366993,0.334045384,0.934068055,6|3,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,45,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,DYRK1B,9149,Q9Y463,79.5,7.681163528,92.75043895,0.995232726,86|73,159,79.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,108.45,795,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,SHROOM2,357,Q13796,5.5,7.682212796,24.39239433,0.994984828,5|6,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,LPIN2,9663,Q92539,5.5,7.682212796,24.39239433,0.738284866,9|2,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,55,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,EBF3,253738,Q9H4W6;Q9UH73,5.5,7.557595637,10.4582353,0.738284866,9|2,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,55,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,MED25,81857,Q71SY5,4,7.451065006,8.543143755,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,PPP1R3F,89801,Q6ZSY5,8.5,7.579008937,8.261489823,0.943601631,6|11,17,8.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,85,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,FAM53C,51307,Q9NYF3,3.5,7.384037355,7.835236031,0.896038233,5|2,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,TRUE
mT-DYRK1B,DYRK1B,9149,Q9Y463,MAP3K1,4214,Q13233,7.5,7.550269887,7.592931464,0.997180399,7|8,15,7.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,75,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,FAM117A,81558,Q9C073,12.5,7.541351196,7.056817765,0.947062243,16|9,25,12.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,125,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,PRDM16,63976,Q9HAZ2,4.5,6.746656541,3.275884227,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-DYRK1B,DYRK1B,9149,Q9Y463,RBL2,5934,Q08999,15.5,4.390692125,3.058187446,0.912999214,21|10,31,15.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,155,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,CDKL4,344387,Q5MAI5,47,7.681163528,71.31507418,0.994878564,51|43,94,47,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,65.59,470,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,CDKL1,8814,Q00532,9.5,6.877916406,5.254447123,0.998195879,9|10,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,95,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,LMNB1,4001,P20700,15.5,2.53921891,0.56533971,0.785560292,24|7,31,15.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1,0.81,1,0.81,1,0.81,0.46,6.2,0.02,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,IPO8,10526,O15397,85.5,7.050852263,0.555768231,0.998024072,81|90,171,85.5,2,1|1|0|0|0|0|0|0|2|1|0|0|0|0|0|0,1,1,1,1,1,105.36,57,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,DDX18,8886,Q9NVP1,3,2.375332334,0.4007534,1,3|3,6,3,2,0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0,0.91,0.91,0.91,0.91,0.91,2.32,6,0.01,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,ZFHX4,79776,Q86UP3,4.5,0.93536034,0.400047588,0.934068055,6|3,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,45,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,NOL8,55035,Q76FK4,8,2.73860645,0.379634601,1,8|8,16,8,2,0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0,1,1,1,1,1,6.69,8,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,ZNF516,9658,Q92618,2.5,0.463799474,0.37320005,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,ZNF106,64397,Q9H2Y7,2.5,1.183431868,0.312073321,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDKL4,CDKL4,344387,Q5MAI5,ZBED4,9889,O75132,5,2.249828287,0.307605266,1,5|5,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,50,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,ADCK1,57143,Q86TW2,61.5,119.9709425,40.77756717,0.996196634,66|57,123,61.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,85.64,615,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,WDR92,116143,Q96MX6,3,6.370156469,6.445234153,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,MACROH2A2,55506,Q9P0M6,14.5,5.257108752,3.822067627,0.519702787,3|26,29,14.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,145,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,RPF2,84154,Q9H7B2,3,4.448785127,3.780542931,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,MACROH2A1,9555,O75367,14,4.003769114,3.416002915,0.944387195,10|18,28,14,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,140,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,CBX1,10951,P83916,2,5.672733076,2.889581294,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,TAF5,6877,Q15542,9,1.802093673,2.605492056,0.868040399,5|13,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,90,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,SRSF1,6426,Q07955,13,4.240593374,2.582573224,0.796269937,6|20,26,13,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,130,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,TRA2B,6434,P62995,6,5.035666244,2.580011173,1,6|6,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,60,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,HMGA1,3159,P17096,6,5.542392469,2.574924958,0.98285869,5|7,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,60,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,KRT18,3875,P05783,3,4.589993278,2.428865663,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,TOP2A,7153,P11388,24,5.063885427,2.428258634,0.786104469,11|37,48,24,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,18.76,240,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,SMC3,9126,Q9UQE7,23,3.716028337,2.324735111,0.978998737,19|27,46,23,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,30.75,230,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,WDR46,9277,O15213,4.5,5.301649977,2.143688667,0.811278124,2|7,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,45,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,TOP1,7150,P11387,10.5,5.133787375,2.141996664,0.962412735,8|13,21,10.5,2,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0,1,1,1,1,1,9.5,21,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,OPA1,4976,O60313,11,3.632739404,2.134138672,0.95033767,8|14,22,11,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,110,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,SLIRP,81892,Q9GZT3,2.5,5.575355783,2.120728612,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,RRS1,23212,Q15050,5,3.69543608,2.07310466,0.976020648,4|6,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,50,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,H2AC6,8334,Q93077;Q7L7L0;P04908,4.5,4.072036059,2.037641992,0.811278124,2|7,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,45,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,MAK16,84549,Q9BXY0,4,6.147791539,2.027518781,0.852405179,2|6,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,RALY,22913,Q9UKM9,7.5,4.169156605,2.005841832,0.997180399,8|7,15,7.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,75,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,RRP9,9136,O43818,4.5,4.560660181,2.001507738,0.934068055,3|6,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,45,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,H1-3,3007,P16402,4.5,4.95022623,1.974537921,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,MYH10,4628,P35580,56,2.733156302,1.960949871,0.907623508,36|76,112,56,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|6,1,1,1,1,1,28.02,12.44,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,YBX3,8531,P16989,4.5,3.856034621,1.916059835,0.811278124,2|7,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,45,0,FALSE
mT-ADCK1,ADCK1,57143,Q86TW2,MRPS25,64432,P82663,6.5,3.132372803,1.8916731,0.966618633,5|8,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,65,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,DYRK2,8445,Q92630,14.5,7.681163528,39.61105508,0.609840305,4|25,29,14.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,145,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,CCDC88A,55704,Q3V6T2,9,0.650832997,0.645059149,0.689201985,3|15,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,90,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,CEP72,55722,Q9P209,3.5,4.360486041,0.487407323,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,CEP131,22994,Q9UPN4,12,3.251084874,0.309475216,0.826746372,6|18,24,12,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,120,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,PCM1,5108,Q15154,28.5,2.514022242,0.287978829,0.555543765,7|50,57,28.5,2,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0,1,1,1,1,1,5.41,28.5,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,APC,324,P25054,18.5,0.607508143,0.287769435,0.884483973,11|26,37,18.5,2,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,13.88,37,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,ANKRD28,23243,O15084,6.5,0.969768521,0.283556014,0.811278124,3|10,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,65,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,OFD1,8481,O75665,6.5,1.226317881,0.281310555,0.811278124,3|10,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,65,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,CSPP1,79848,Q1MSJ5,6,2.085721311,0.273529405,0.840358672,3|9,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,60,0,FALSE
mT-DYRK2,DYRK2,8445,Q92630,CCDC14,64770,Q49A88,3,1.040978424,0.257791835,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,CILK1,22858,Q9UPZ9,54.5,425.588715,38.3868084,0.995165743,59|50,109,54.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,75.63,545,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,FAM149B1,317662,Q96BN6,5,7.126277801,8.89444087,0.902393283,7|3,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,50,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,KATNIP,23247,O60303,69.5,7.666249568,6.633626417,0.991703308,77|62,139,69.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,92.78,695,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,CEP120,153241,Q8N960,4.5,5.203108716,2.184287815,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,SRCIN1,80725,Q9C0H9,2.5,2.883894878,1.305805079,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,TBC1D31,93594,Q96DN5,8,6.378476689,1.250833277,1,8|8,16,8,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,80,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,ALOX12B,242,O75342,2,2.015510403,0.721420559,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,PKP2,5318,Q99959,6,1.647807946,0.631023528,0.840358672,9|3,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,60,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,SBSN,374897,Q6UWP8,2,2.31511326,0.598817245,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-ICK,CILK1,22858,Q9UPZ9,CAT,847,P04040,5,4.124267571,0.52858407,1,5|5,10,5,2,0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1,0.82,0.82,0.82,0.82,0.82,1.52,3.33,0.02,FALSE
mT-CDK15,CDK15,65061,Q96Q40,CDK15,65061,Q96Q40,40,104.0228372,32.88620424,0.992952051,44|36,80,40,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,55.52,400,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,MBNL1,4154,Q9NR56,2,2.347874297,0.660763856,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,FKBP5,2289,Q13451,10.5,4.300337947,0.445095498,0.811278124,16|5,21,10.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,105,0,TRUE
mT-CDK15,CDK15,65061,Q96Q40,MNAT1,4331,P51948,3,0.068763173,0.338107759,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,CIC,23152,Q96RK0,4,0.693577872,0.288500088,0.852405179,6|2,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,ZZZ3,26009,Q8IYH5,2.5,0.82349565,0.233200426,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,UBR5,51366,O95071,11.5,1.332789911,0.231749618,0.988699408,13|10,23,11.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,115,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,RAVER1,125950,Q8IY67,21,2.657194048,0.215103567,0.922123131,28|14,42,21,2,0|0|0|0|0|1|1|0|1|0|2|2|0|0|0|0,1,1,1,1,1,10.34,10.5,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,TBX1,6899,O43435,2.5,1.186967574,0.195574307,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK15,CDK15,65061,Q96Q40,SEH1L,81929,Q96EE3,3.5,1.620155289,0.194229,0.896038233,5|2,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-CDK10,CDK10,8558,Q15131,CDK10,8558,Q15131,39,304.5133035,32.47252482,0.992590054,35|43,78,39,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,54.07,390,0,FALSE
mT-CDK10,CDK10,8558,Q15131,CHD6,84181,Q8TD26,5.5,0.299081367,1.135652624,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-CDK10,CDK10,8558,Q15131,CDT1,81620,Q9H211,9.5,6.429221803,0.949456234,0.848548178,14|5,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,95,0,FALSE
mT-CDK10,CDK10,8558,Q15131,BRD8,10902,Q9H0E9,3,1.461708946,0.691536717,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDK10,CDK10,8558,Q15131,UGGT1,56886,Q9NYU2,10,6.14582863,0.672896546,0.973668065,12|8,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,100,0,FALSE
mT-CDK10,CDK10,8558,Q15131,NRIP1,8204,P48552,6.5,4.658830185,0.660952581,0.905928216,4|9,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,65,0,FALSE
mT-CDK10,CDK10,8558,Q15131,ZFHX4,79776,Q86UP3,12,3.229876993,0.653274976,0.924818705,16|8,24,12,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,120,0,FALSE
mT-CDK10,CDK10,8558,Q15131,MTBP,27085,Q96DY7,2,0.342255711,0.638885302,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK10,CDK10,8558,Q15131,TSHZ1,10194,Q6ZSZ6,6.5,3.184710297,0.580225847,0.99631652,7|6,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,65,0,FALSE
mT-CDK10,CDK10,8558,Q15131,NPAT,4863,Q14207,9,2.605311965,0.564394884,0.967788463,7|11,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,90,0,FALSE
mT-CDK10,CDK10,8558,Q15131,TIGD3,220359,Q6B0B8,4,2.637062743,0.557599453,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-CDKL2,CDKL2,8999,Q92772,CDKL2,8999,Q92772,38.5,100.1171788,32.26369613,0.692809885,14|63,77,38.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,23.3,385,0,FALSE
mT-CDKL2,CDKL2,8999,Q92772,CDC37,11140,Q16543,6.5,0.235266983,0.047706602,0.99631652,6|7,13,6.5,2,1|0|1|1|0|0|0|2|1|0|0|0|0|0|1|0,0.96,0.98,0.96,0.98,0.96,2.69,4.33,0.01,FALSE
DYRK3-mT,DYRK3,8444,O43781,DYRK3,8444,O43781,9,7.681163528,31.20711806,0.991992403,10|8,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,90,0,FALSE
DYRK3-mT,DYRK3,8444,O43781,SBSN,374897,Q6UWP8,3,3.647395419,0.733398349,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
DYRK3-mT,DYRK3,8444,O43781,AUTS2,26053,Q8WXX7,2,2.100247599,0.257317172,1,2|2,4,2,2,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0,0.73,0.73,0.73,0.73,0.73,0.98,4,0.03,FALSE
DYRK3-mT,DYRK3,8444,O43781,SERPINB12,89777,Q96P63,6.5,2.319643809,0.19454247,0.99631652,6|7,13,6.5,2,0|0|0|2|1|0|0|0|0|0|0|1|0|0|2|1,0.84,0.92,0.84,0.92,0.84,1.19,3.25,0.02,FALSE
DYRK3-mT,DYRK3,8444,O43781,PCM1,5108,Q15154,6.5,0.071881201,0.137529166,0.99631652,7|6,13,6.5,2,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.16,6.5,0,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,DYRK4,8798,Q9NR20,141.5,788.0904078,28.9097763,0.956990841,176|107,283,141.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,156.71,1415,0,FALSE
