Experiment.ID,Bait.Gene.Name,Bait.GeneID,Bait,Prey.Gene.Name,Prey.GeneID,Prey,AvePSM,Z,WD,Entropy,Spec,SpecSum,AvgSpec,NumReplicates,ctrlCounts,AvgP,MaxP,TopoAvgP,TopoMaxP,SaintScore,logOddsScore,FoldChange,BFDR,in_BioGRID
mT-CDK13,CDK13,8621,Q14004,CACTIN,58509,Q8WUQ7,15,6.158051446,0.908135439,0.987956501,17|13,30,15,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,21.79,150,0,FALSE
mT-CDK13,CDK13,8621,Q14004,USP42,84132,Q9H9J4,6,3.892628043,0.874656195,0.930586129,4|8,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,60,0,FALSE
mT-CDK13,CDK13,8621,Q14004,DROSHA,29102,Q9NRR4,6.5,5.690469785,0.754939825,0.966618633,5|8,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,65,0,FALSE
mT-CDK13,CDK13,8621,Q14004,RBM12B,389677,Q8IXT5,3.5,4.974637279,0.687330865,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-CDK13,CDK13,8621,Q14004,DGCR8,54487,Q8WYQ5,5.5,4.843965269,0.667311861,0.954434003,7|4,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,55,0,FALSE
mT-CDK13,CDK13,8621,Q14004,AFF4,27125,Q9UHB7,12,5.423987958,0.647532115,0.981453895,14|10,24,12,2,0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.29,8,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,TLK1,9874,Q9UKI8,21.5,7.682212796,48.22722991,0.996644025,23|20,43,21.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,32.22,215,0,TRUE
TLK2-mT,TLK2,11011,Q86UE8,ZBTB2,57621,Q8N680,4.5,7.682212796,22.06375084,0.811278124,7|2,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,45,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,CABIN1,23523,Q9Y6J0,38.5,7.659601221,14.29071824,0.999881432,38|39,77,38.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,58.4,385,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,HIRA,7290,P54198,44.5,7.674839048,12.72527865,0.995631882,48|41,89,44.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,62.72,445,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,CASP8AP2,9994,Q9UKL3,35.5,7.627324054,7.002899139,0.999860847,35|36,71,35.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,54.07,355,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,UBN1,29855,Q9NPG3,29,7.564293327,2.242128436,0.996681868,31|27,58,29,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,42.47,290,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,SMC6,79677,Q96SB8,3,5.747134185,1.755882771,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,ZBTB46,140685,Q86UZ6,2.5,5.996934233,1.577314817,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,MEF2D,4209,Q14814,5.5,5.97106034,1.542617646,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,TLK2,11011,Q86UE8,141.5,126.8209839,1.533977181,0.924616393,96|187,283,141.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,141.12,1415,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,UBN2,254048,Q6ZU65,40.5,7.371197039,1.382294744,0.981793039,47|34,81,40.5,2,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,47.15,81,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,ADNP2,22850,Q6IQ32,3,6.174975101,1.361853521,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,GMEB1,10691,Q9Y692,3,5.672463949,1.310245092,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,OGFR,11054,Q9NZT2,25,7.001095731,1.186804412,0.959686894,19|31,50,25,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,30.75,250,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,CHD6,84181,Q8TD26,5.5,0.299081367,1.135652624,0.954434003,7|4,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,55,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,TET1,80312,Q8NFU7,5.5,3.356004437,1.015664054,0.738284866,9|2,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,55,0,FALSE
TLK2-mT,TLK2,11011,Q86UE8,ZNF292,23036,O60281,8,4.06856119,1.011074492,0.989992792,7|9,16,8,2,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.41,8,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,WDR60,55112,Q8WVS4,3.5,7.682212796,19.45839923,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,IQCE,23288,Q6IPM2,8,7.549864112,12.56441781,0.989992792,7|9,16,8,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,80,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,ASTE1,28990,Q2TB18,2.5,7.126277801,6.289319454,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,USP16,10600,Q9Y5T5,82,7.635474176,5.328612352,0.998303605,86|78,164,82,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,115.56,820,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,NEURL4,84461,Q96JN8,4.5,7.329639676,5.297024532,0.992774454,4|5,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,DGKZ,8525,Q13574,5.5,6.826744844,5.232974083,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,TSR1,55720,Q2NL82,56,7.552385733,3.326805469,0.99638148,60|52,112,56,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,78.5,560,0,TRUE
mT-RIOK2,RIOK2,55781,Q9BVS4,TRIM26,7726,Q12899,3.5,5.916824157,2.704054107,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CEP250,11190,Q9BV73,21.5,7.606154483,2.66236868,0.969605599,17|26,43,21.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,27.78,215,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,TUT7,79670,Q5VYS8,26,7.330776852,2.560416408,0.995887311,24|28,52,26,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,38.09,260,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,FOCAD,54914,Q5VW36,2.5,6.308954771,2.230054179,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CKAP2L,150468,Q8IYA6,3.5,6.681471536,2.048358754,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,SACS,26278,Q9NZJ4,3.5,6.433745026,1.989436958,0.896038233,2|5,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,IBTK,25998,Q9P2D0,11,7.017765672,1.885194567,0.978070971,13|9,22,11,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,110,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MTMR3,8897,Q13615,8.5,4.209485988,1.724056467,0.979868757,10|7,17,8.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,85,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,SKA1,220134,Q96BD8,2.5,4.63474362,1.539309753,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,LTV1,84946,Q96GA3,41.5,7.536166348,1.536511556,0.999079718,40|43,83,41.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,61.28,415,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,RIOK2,55781,Q9BVS4,129,99.03506253,1.462957912,0.999612844,132|126,258,129,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,183.6,1290,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,RPS15,6209,P62841,4.5,6.623945716,1.459444407,0.811278124,7|2,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,45,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,TDRD3,81550,Q9H7E2,10,7.235470405,1.448293964,0.993447238,11|9,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,100,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,TOP3B,8940,O95985,16,7.25350158,1.389705776,0.976020648,13|19,32,16,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,21.79,160,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CDKL5,6792,O76039,2,4.573127983,1.353130266,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,HERC2,8924,O95714,22,7.218820598,1.315215291,1,22|22,44,22,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0,1,1,1,1,1,29.86,44,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,SMG6,23293,Q86US8,4,6.167129596,1.306833584,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,PDZRN3,23024,Q9UPQ7,9,2.432715713,1.229195829,1,9|9,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,90,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MYOM2,9172,P54296,4.5,6.51970212,1.184799188,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MTUS1,57509,Q9ULD2,6.5,6.95203814,1.161414866,0.811278124,3|10,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,65,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,SCAPER,49855,Q9BY12,3.5,2.344649445,1.156166505,0.896038233,5|2,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CEP85L,387119,Q5SZL2,3.5,4.25296047,1.148518197,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,NFX1,4799,Q12986,4.5,5.27916794,1.117704573,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,DICER1,23405,Q9UPY3,26,4.276238719,1.10691588,0.990735399,29|23,52,26,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,36.63,260,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CEP162,22832,Q5TB80,4,5.263695402,1.039099724,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,ODF2,4957,Q5BJF6,8.5,6.894649027,1.034483057,0.979868757,10|7,17,8.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,85,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,ECD,11319,O95905,20.5,6.424415909,1.025582339,0.99631652,22|19,41,20.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,30.75,205,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MTMR4,9110,Q9NYA4,9.5,5.653780745,1.018248384,0.983708263,11|8,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,95,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,DCAF1,9730,Q9Y4B6,2,4.76058212,1.006598038,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MLXIP,22877,Q9HAP2,4,5.250854781,1.003535774,0.852405179,6|2,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,TTLL4,9654,Q14679,11,5.894253832,0.987688187,1,11|11,22,11,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,18.76,110,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,ARHGEF10,9639,O15013,4.5,2.523801999,0.95942793,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,CLIP1,6249,P30622,2,2.096593377,0.866193043,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,WASHC4,23325,Q2M389,3,1.772259723,0.854018716,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,ASCC1,51008,Q8N9N2,4,5.751408069,0.845320253,0.964078765,3|5,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MARF1,9665,Q9Y4F3,11.5,3.970921323,0.819320922,0.937734294,15|8,23,11.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,115,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,HECTD1,25831,Q9ULT8,58,7.148003269,0.818864211,0.999156709,60|56,116,58,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,84.22,580,0,FALSE
mT-RIOK2,RIOK2,55781,Q9BVS4,MEX3A,92312,A1L020,3.5,1.608327136,0.813646858,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TTC17,55761,Q96AE7,7.5,7.682212796,28.48417985,0.997180399,7|8,15,7.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,75,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ATP6AP2,10159,O75787,5.5,7.682212796,24.39239433,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TMCC1,23023,O94876,4,7.682212796,20.80190378,0.852405179,2|6,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TMEM43,79188,Q9BTV4,3.5,7.682212796,19.45839923,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,AMFR,267,Q9UKV5,3,7.682212796,18.01497712,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,EMC1,23065,Q8N766,7,7.604660476,12.13308951,0.948078244,9|5,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,70,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ABCA3,21,Q99758,6.5,6.292651115,9.454376567,0.99631652,6|7,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,65,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TMEM131L,23240,A2VDJ0,15,5.664939551,9.109694533,0.987956501,13|17,30,15,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,21.79,150,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MMGT1,93380,Q8N4V1,3,7.284009712,7.085350276,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,RMDN3,55177,Q96TC7,3.5,6.654452798,7.079465884,0.896038233,2|5,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MRPS18C,51023,Q9Y3D5,2.5,7.126277801,6.289319454,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TTC13,79573,Q8NBP0,11,7.167150186,5.926889673,0.994538682,10|12,22,11,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,110,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,PDE3B,5140,Q13370,6.5,6.470786247,5.855303743,0.811278124,3|10,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,65,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,FBXO28,23219,Q9NVF7,2,6.859805681,5.445115112,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ATF6B,1388,Q99941,5.5,5.099583292,5.275043919,0.870864469,3|8,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,55,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,EIF2AK3,9451,Q9NZJ5,15.5,6.174244044,5.010052067,0.965201699,12|19,31,15.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,20.28,155,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TYW1,55253,Q9NV66;Q6NUM6,4.5,4.695736091,4.586140965,0.934068055,6|3,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,45,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ATP6AP1,537,Q15904,6,7.385908305,4.379712461,0.98285869,7|5,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,60,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SUCO,51430,Q9UBS9,4,5.302430794,4.371870155,0.852405179,2|6,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,GRAMD1A,57655,Q96CP6,7,6.355223979,4.245297041,1,7|7,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,70,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ATF6,22926,P18850,10.5,6.660588009,4.020055364,0.875663392,6|15,21,10.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,105,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TAOK2,9344,Q9UL54,3,4.448785127,3.780542931,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MIA2,4253,Q96PC5;Q96RT6,3,6.137723533,3.695406654,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,GOSR2,9570,O14653,2.5,3.567747167,3.553372278,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,UBE2G2,7327,P60604,2.5,6.678806447,3.456266831,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MACROH2A1,9555,O75367,14,4.003769114,3.416002915,0.996566371,13|15,28,14,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,21.79,140,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,NBAS,51594,A2RRP1,22.5,7.317497535,3.414635356,0.999659072,22|23,45,22.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,35.16,225,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,C19orf25,148223,Q9UFG5,12.5,6.795288196,3.271172518,0.973156035,10|15,25,12.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,125,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SREBF2,6721,Q12772,7,3.557512874,3.254172013,0.948078244,5|9,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,70,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,CDC40,51362,O60508,2.5,5.0351314,3.13101833,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MACROH2A2,55506,Q9P0M6,9.5,3.352811639,3.093685548,0.848548178,5|14,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,95,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,BNIP1,662,Q12981,10,7.475691183,2.987619186,0.892623013,6|14,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,100,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SUN2,25777,Q9UH99,7,6.773408146,2.959619572,0.783776947,3|11,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,70,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,EMC7,56851,Q9NPA0,2,5.069100784,2.897923019,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ITPR3,3710,Q14573,3.5,3.193032317,2.889848756,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,ST7,7982,Q9NRC1,3.5,6.889291646,2.879152173,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,RSL24D1,51187,Q9UHA3,3.5,5.916824157,2.704054107,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TAF5,6877,Q15542,9.5,1.914379387,2.676888619,0.998195879,9|10,19,9.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,95,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,KRT18,3875,P05783,3.5,5.394561066,2.623474759,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,TRA2B,6434,P62995,6,5.035666244,2.580011173,0.98285869,5|7,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,60,0,FALSE
