symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Pancreas,120.35,100
MKNK1,Dark,Pancreas,67.905,99
SCYL1,Dark,Pancreas,36.115,97
BCKDK,Dark,Pancreas,32.505,96
BRSK2,Dark,Pancreas,31.835,96
NRBP2,Dark,Pancreas,24.31,93
CDK10,Dark,Pancreas,23.13,92
MARK3,Dark,Pancreas,23.4,92
STK40,Dark,Pancreas,21.44,91
CSNK1G2,Dark,Pancreas,20.245,90
RIOK3,Dark,Pancreas,18.985,90
