symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Fallopian Tube,124.5,97
NRBP2,Dark,Fallopian Tube,109.4,97
SCYL1,Dark,Fallopian Tube,99.46,96
NEK9,Dark,Fallopian Tube,78.88,93
CDC42BPB,Dark,Fallopian Tube,67.87,92
CSNK1G2,Dark,Fallopian Tube,66.05,91
HIPK3,Dark,Fallopian Tube,62.96,90
