symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Cervix - Ectocervix,108.65,97
SCYL1,Dark,Cervix - Ectocervix,109.75,97
NRBP2,Dark,Cervix - Ectocervix,86.3,94
NEK9,Dark,Cervix - Ectocervix,77.83,92
CDC42BPB,Dark,Cervix - Ectocervix,74.63,91
PI4KA,Dark,Cervix - Ectocervix,59.515,90
TESK1,Dark,Cervix - Ectocervix,62.905,90
