symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Breast - Mammary Tissue,126.25,99
NRBP2,Dark,Breast - Mammary Tissue,97.85,98
SCYL1,Dark,Breast - Mammary Tissue,73.47,95
HIPK3,Dark,Breast - Mammary Tissue,62.465,94
CDC42BPB,Dark,Breast - Mammary Tissue,57.665,93
CSNK1G2,Dark,Breast - Mammary Tissue,53.305,92
NEK9,Dark,Breast - Mammary Tissue,52.365,92
TESK1,Dark,Breast - Mammary Tissue,54.405,92
