symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Cells - EBV-transformed lymphocytes,657.3,100
NEK6,Dark,Cells - EBV-transformed lymphocytes,147.65,99
RIOK3,Dark,Cells - EBV-transformed lymphocytes,67.295,91
SCYL1,Dark,Cells - EBV-transformed lymphocytes,68.43,91
TLK1,Dark,Cells - EBV-transformed lymphocytes,68.435,91
NEK9,Dark,Cells - EBV-transformed lymphocytes,64.95,90
