symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Lung,203.1,99
NRBP2,Dark,Lung,88.27,95
SCYL1,Dark,Lung,86.92,95
CDC42BPB,Dark,Lung,70.75,93
CSNK1G2,Dark,Lung,69,92
