symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Vagina,160.9,99
NRBP2,Dark,Vagina,80.63,95
RIOK3,Dark,Vagina,78.01,94
SCYL1,Dark,Vagina,73.79,94
NUAK2,Dark,Vagina,68.8,93
CDC42BPB,Dark,Vagina,68.59,92
NEK9,Dark,Vagina,58.88,90
