symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Thyroid,155.3,99
NRBP2,Dark,Thyroid,99.76,97
SCYL1,Dark,Thyroid,105.8,97
CDK10,Dark,Thyroid,84.335,95
NEK9,Dark,Thyroid,69.19,93
CDC42BPB,Dark,Thyroid,65.46,92
CDK16,Dark,Thyroid,67.15,92
CSNK1G2,Dark,Thyroid,58.385,90
