symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Artery - Coronary,115.2,97
NRBP2,Dark,Artery - Coronary,105.4,97
SCYL1,Dark,Artery - Coronary,88.31,96
STK38L,Dark,Artery - Coronary,81.32,95
NEK7,Dark,Artery - Coronary,63.5,93
TESK1,Dark,Artery - Coronary,67.02,93
NEK9,Dark,Artery - Coronary,60.42,92
CDC42BPB,Dark,Artery - Coronary,59.96,91
HIPK3,Dark,Artery - Coronary,53.69,90
