symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Adipose - Visceral (Omentum),129.8,99
HIPK3,Dark,Adipose - Visceral (Omentum),66.07,94
NRBP2,Dark,Adipose - Visceral (Omentum),64.51,94
SCYL1,Dark,Adipose - Visceral (Omentum),65.28,94
TESK1,Dark,Adipose - Visceral (Omentum),52.81,92
CDC42BPB,Dark,Adipose - Visceral (Omentum),50.49,91
NEK9,Dark,Adipose - Visceral (Omentum),49.06,90
