symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Bladder,156,99
SCYL1,Dark,Bladder,92.31,96
CDC42BPB,Dark,Bladder,77.77,95
NRBP2,Dark,Bladder,80.03,95
MAST2,Dark,Bladder,67.2,93
NEK9,Dark,Bladder,66.24,93
PIP5K1C,Dark,Bladder,61.11,91
RIOK3,Dark,Bladder,57.44,90
