symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Whole Blood,154.6,99
MKNK1,Dark,Whole Blood,89.49,96
STK40,Dark,Whole Blood,86.44,95
CSNK1G2,Dark,Whole Blood,72.2,94
MAST3,Dark,Whole Blood,61.25,92
STK17B,Dark,Whole Blood,58.85,92
CAMKK2,Dark,Whole Blood,50.59,90
SCYL1,Dark,Whole Blood,49.44,90
