symbol,class,tissue_type,TPM,kinase_percentile
STK38L,Dark,Artery - Aorta,135.6,98
NRBP2,Dark,Artery - Aorta,116.7,97
SCYL1,Dark,Artery - Aorta,103.8,96
MKNK2,Dark,Artery - Aorta,83.89,95
TESK1,Dark,Artery - Aorta,71.83,93
NEK9,Dark,Artery - Aorta,64.77,92
PIP5K1C,Dark,Artery - Aorta,70.08,92
CDC42BPB,Dark,Artery - Aorta,64.7,91
STK40,Dark,Artery - Aorta,56.23,90
