symbol,class,tissue_type,TPM,kinase_percentile
NRBP2,Dark,Uterus,106.9,96
SCYL1,Dark,Uterus,108,96
MKNK2,Dark,Uterus,92.78,94
NEK9,Dark,Uterus,92.44,94
CDC42BPB,Dark,Uterus,88.09,93
MAST2,Dark,Uterus,86.04,93
HIPK3,Dark,Uterus,69.18,90
PI4KA,Dark,Uterus,64.48,90
PIP5K1C,Dark,Uterus,67.21,90
