symbol,class,tissue_type,TPM,kinase_percentile
SCYL1,Dark,Ovary,106.9,96
NEK9,Dark,Ovary,100.6,95
MAST2,Dark,Ovary,90.12,94
MKNK2,Dark,Ovary,88.1,94
NRBP2,Dark,Ovary,94.18,94
CDC42BPB,Dark,Ovary,72.74,92
CDK16,Dark,Ovary,59.67,90
CSNK1G2,Dark,Ovary,59.85,90
