symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Small Intestine - Terminal Ileum,105,99
SCYL1,Dark,Small Intestine - Terminal Ileum,59.27,95
CDC42BPB,Dark,Small Intestine - Terminal Ileum,55.2,94
CSNK1G2,Dark,Small Intestine - Terminal Ileum,48.51,92
RIOK3,Dark,Small Intestine - Terminal Ileum,45.02,91
CDK10,Dark,Small Intestine - Terminal Ileum,43.11,90
CDK11A,Dark,Small Intestine - Terminal Ileum,41.87,90
NEK9,Dark,Small Intestine - Terminal Ileum,42.61,90
