symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Cervix - Endocervix,111.7,97
SCYL1,Dark,Cervix - Endocervix,99.33,95
NEK9,Dark,Cervix - Endocervix,87.55,94
NRBP2,Dark,Cervix - Endocervix,93.76,94
CDC42BPB,Dark,Cervix - Endocervix,79.32,93
MAST2,Dark,Cervix - Endocervix,65.91,90
