symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Artery - Tibial,111.5,97
NRBP2,Dark,Artery - Tibial,113.2,97
SCYL1,Dark,Artery - Tibial,100.7,96
STK38L,Dark,Artery - Tibial,106.9,96
TESK1,Dark,Artery - Tibial,88.34,95
NEK7,Dark,Artery - Tibial,83.07,94
CDC42BPB,Dark,Artery - Tibial,74.62,93
HIPK3,Dark,Artery - Tibial,68.69,92
PIP4K2C,Dark,Artery - Tibial,72.22,92
NEK9,Dark,Artery - Tibial,65.93,91
PIP5K1C,Dark,Artery - Tibial,66.78,91
