symbol,class,tissue_type,TPM,kinase_percentile
NRBP2,Dark,Liver,83.44,100
MKNK2,Dark,Liver,56.96,99
SCYL1,Dark,Liver,45.91,98
CDK10,Dark,Liver,36.61,97
BCKDK,Dark,Liver,34.88,96
NEK6,Dark,Liver,29.25,95
RIOK3,Dark,Liver,25.34,92
NEK9,Dark,Liver,23.46,91
CDC42BPB,Dark,Liver,21.76,90
CSNK1G2,Dark,Liver,19.78,90
