symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Colon - Sigmoid,135.8,98
NRBP2,Dark,Colon - Sigmoid,119.7,98
PIP5K1C,Dark,Colon - Sigmoid,88.52,96
SCYL1,Dark,Colon - Sigmoid,80.42,95
NEK9,Dark,Colon - Sigmoid,73.4,94
PNCK,Dark,Colon - Sigmoid,70.84,94
CDC42BPB,Dark,Colon - Sigmoid,63.51,93
HIPK3,Dark,Colon - Sigmoid,56.18,91
STK40,Dark,Colon - Sigmoid,56.13,91
TESK1,Dark,Colon - Sigmoid,49.18,90
