symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Adrenal Gland,90.815,98
SCYL1,Dark,Adrenal Gland,85.865,98
BCKDK,Dark,Adrenal Gland,58.105,94
NEK7,Dark,Adrenal Gland,51.565,93
CSNK1G2,Dark,Adrenal Gland,48.95,92
MARK3,Dark,Adrenal Gland,46.93,92
NEK9,Dark,Adrenal Gland,50.88,92
CDC42BPB,Dark,Adrenal Gland,44.04,91
CDK16,Dark,Adrenal Gland,44.81,91
TESK1,Dark,Adrenal Gland,37.485,90
