symbol,class,tissue_type,TPM,kinase_percentile
MKNK2,Dark,Prostate,126.3,99
NRBP2,Dark,Prostate,111.2,98
SCYL1,Dark,Prostate,89.635,97
CSNK1G2,Dark,Prostate,61.27,92
NEK9,Dark,Prostate,61.25,92
CDC42BPB,Dark,Prostate,58.935,91
MAST2,Dark,Prostate,57.89,91
TESK1,Dark,Prostate,55.66,90
